mean,median,std,min,max
0.014722100000000005,0.014,0.0015052900650101265,0.012,0.047
0.027094200000000013,0.027,0.002425719433792267,0.023,0.086
0.03099670000000001,0.03,0.00376182193098272,0.026,0.124
0.04182531265632817,0.041,0.00423136411280685,0.036,0.1
0.749242,0.74,0.05640065560768314,0.596,1.453
0.264744,0.2215,0.2743684137746887,0.02,4.532
3.8251195,3.825,0.32746454118364676,2.567,5.032
