mean,median,std,min,max
0.022104380898718128,0.02,0.009980254200253055,0.012,0.259
0.04131126760563379,0.039,0.011029267998543063,0.031,0.294
0.04526338028169014,0.044,0.009232632880880628,0.035,0.235
0.06752211890673429,0.063,0.017713973086673076,0.051,0.358
0.14217449999999998,0.142,0.015967232885287435,0.084,0.236
0.49030865384615385,0.3485,0.4662351101974865,0.035,3.481
0.29442788461538455,0.293,0.03308362245043433,0.209,0.459
