mean,median,std,min,max
0.010946153846153847,0.009,0.0053632564712260316,0.004,0.029
0.019753846153846153,0.016,0.008593364610266758,0.008,0.041
0.021476923076923077,0.018,0.010408118018725163,0.01,0.075
0.030669230769230768,0.0275,0.009492051723169498,0.018,0.07
0.10903846153846154,0.065,0.08020447906157399,0.04,0.283
4.080307692307692,0.368,8.534730007536176,0.188,35.732
0.3259230769230769,0.0965,0.40727277572427284,0.075,1.449
