mean,median,std,min,max
0.02494074074074074,0.024,0.006463811716224018,0.018,0.076
0.04186296296296296,0.041,0.0035056670157601875,0.034,0.058
0.04528148148148148,0.045,0.0038371144902361125,0.036,0.073
0.05851851851851852,0.057,0.009331444902482002,0.048,0.166
0.023925925925925923,0.0225,0.009695071402720221,0.011,0.063
0.023425925925925923,0.008,0.02917779063101964,0.005,0.118
0.10375555555555557,0.111,0.014430327211617326,0.083,0.131
