mean,median,std,min,max
0.008066666666666668,0.006,0.004926901559231622,0.003,0.032
0.011142857142857142,0.008,0.008007722920632704,0.005,0.058
0.0202,0.017,0.009216832427683602,0.009,0.05
0.021857142857142856,0.019,0.008322153673072959,0.01,0.048
0.03224761904761905,0.029,0.009210968537126885,0.02,0.063
0.09723809523809523,0.065,0.08869662043274523,0.043,0.371
3.3155238095238095,0.326,6.526838435406898,0.183,22.48
0.28809523809523807,0.096,0.4282660276932908,0.08,1.471
